,ANN,ANNdetrended,SDNN,MedianNN,MedianNNdetrended,RangeNN,rMMSD,SDSD,NN50,pNN50,avgHR,Percentile10NN,Percentile10NNdetrended,Percentile25NN,Percentile25NNdetrended,Percentile75NN,Percentile75NNdetrended,Percentile90NN,Percentile90NNdetrended,IQR,MinMaxNNdiff,MeanAbsDiffNN,MeanAbsDiffNNdetrend,MeanAbsDeviationNN,MeanAbsDeviationNNdetrended,MedianAbsDeviationNN,MedianAbsDeviationNNdetrended,VLF_RAW,VLF_NU,LF_RAW,LF_NU,HF_RAW,HF_NU,TOT_RAW,LFHF_RATIO,VLF_NU_LOG,LF_NU_LOG,HF_NU_LOG,LFHF_RATIO_LOG,VLF_PEAK,LF_PEAK,HF_PEAK,VLF_RAW_BA,VLF_NU_BA,LF_RAW_BA,LF_NU_BA,HF_RAW_BA,HF_NU_BA,TOT_RAW_BA,LFHF_RATIO_BA,VLF_NU_LOG_BA,LF_NU_LOG_BA,HF_NU_LOG_BA,LFHF_RATIO_LOG_BA,DFAalpha1,DFAalpha2,MSE1,MSE2,MSE3,MSE4,MSE5,MSE6,MSE7,MSE8,MSE9,MSE10,Labels
421,0.9187341772151895,-1.7988423690129118e-16,0.0419085804331768,0.915,-0.0039476367314886796,0.2350000000000001,0.0029211093472504782,0.026709587842223347,65.0,0.20569620253164558,55.13195924764888,0.87,-0.04878200295491776,0.885,-0.03356259899639308,0.95,0.030848360819390408,0.975,0.05642956514794535,0.06499999999999995,0.2350000000000001,0.04735724331927706,0.04736649142378057,0.034452812049351036,0.034441465278876454,0.030000000000000027,0.029902727309028432,0.011178878869743093,0.10119639599558451,0.03696012647680225,0.3345802059915624,0.07350703749444094,0.6654197940084375,0.12164604284098629,0.5028107203966342,0.09639722148363358,0.2886167899609,0.5100772201869461,0.4073371683072407,0.03662109375,0.146484375,0.18310546875,0.026511498583822134,0.3380594557378807,0.038703794299611856,0.4935286322856873,0.03971879715240247,0.5064713677143129,0.10493409003583645,0.9744452771594262,0.29122039699521757,0.40114152975620504,0.4097700735757524,0.6802874865767253,0.64738046810644,0.2528210143121912,2.1899769751946394,1.7228649793634958,1.577086286553049,1.4094972581995544,1.4570400814342566,1.494151756976304,1.3003155087444502,1.3862943611198906,1.178654996341646,1.2747418752141433,S3
422,0.9192744479495265,-1.5199898822943783e-16,0.04278601166729193,0.915,-0.004487133074508209,0.2350000000000001,0.002975272632217067,0.027731635374831174,64.0,0.20189274447949526,55.17006269592474,0.87,-0.04911101622190978,0.885,-0.034042173405139514,0.94625,0.027258199387619114,0.9790000000000001,0.05949943418075612,0.06125000000000003,0.2350000000000001,0.04818172742883171,0.04819692238431732,0.03480997920170363,0.03477803824704407,0.030000000000000027,0.03003358186183913,0.015088448292032635,0.1079806501523552,0.04755812961007269,0.3403502902307932,0.09217476022475976,0.6596497097692066,0.1548213381268651,0.5159560978960674,0.10253912441118658,0.2929309904210121,0.5066065618896551,0.4160463276293955,0.03662109375,0.146484375,0.15869140625,0.03550876827765186,0.36556730320487957,0.048489217116227404,0.49920268135156326,0.04864410954168553,0.5007973186484369,0.13264209493556478,0.9968158030454769,0.3115699490398636,0.40493342102200836,0.4059965126533797,0.6915538133470897,0.5996757953615093,0.44321174168980426,2.16374864813983,1.716683442787698,1.5023770052766239,1.4119069369766168,1.3621191305879035,1.533508596950492,1.3188530803243579,1.4250088733005812,1.2779532173239267,1.1700712526502546,S3
423,0.919857594936708,-1.16643684865681e-16,0.04193602806740668,0.915,-0.004725954215891615,0.2350000000000001,0.002998319845293995,0.02767984455083707,62.0,0.1962025316455696,55.19606583072096,0.87,-0.04880810063833073,0.885,-0.0338997952093828,0.945,0.025210495091299967,0.975,0.05600578661844469,0.05999999999999994,0.2350000000000001,0.04710176813342251,0.0471226240848227,0.034058344015382123,0.03407577655401963,0.02999999999999997,0.029319099719910313,0.012557527956308857,0.08119957379955263,0.047730889369327775,0.3086378057327645,0.10691928142230811,0.6913621942672353,0.16720769874794475,0.44641984807960927,0.07807114122802504,0.2689867532492122,0.5255342363763414,0.3690914329617961,0.03662109375,0.146484375,0.1953125,0.030664624606878084,0.2846406728713053,0.05231384502070069,0.48559694560348377,0.055417155955194614,0.5144030543965162,0.13839562558277338,0.9440008986205827,0.2504790472360972,0.39581667505228235,0.4150213378130263,0.6647481682915267,0.61361419310729,0.5089906295587094,2.1799574925235725,1.772179589399044,1.6270595137839199,1.4085565576073615,1.5210269550900473,1.5709280576722249,1.3521825266130274,1.5791980272443822,1.2202573980904368,1.3516088031320006,S3
424,0.9190378548895888,-2.525144481876145e-16,0.04225942879365759,0.915,-0.005679668705675489,0.2350000000000001,0.0030310856093417227,0.028107559669752664,62.0,0.19558359621451105,55.13884012539178,0.87,-0.046187121170455,0.885,-0.032629273875349724,0.945,0.024992010911044027,0.9749999999999999,0.06092482514979872,0.05999999999999994,0.2350000000000001,0.047294453539919824,0.047207879711134354,0.03413547751495178,0.034060110901256276,0.029999999999999916,0.028320906908042676,0.0037947173253214026,0.02601381031233228,0.03850783430917906,0.26398158581492254,0.10736534919452526,0.7360184141850775,0.14966790082902573,0.3586616594466648,0.025681207001391874,0.23426672743415197,0.5515942234313705,0.3065001412930345,0.03662109375,0.146484375,0.20751953125,0.012940865428494038,0.12250332484936258,0.048508213195243774,0.4591978358599328,0.05712863743233634,0.5408021641400672,0.11857771605607416,0.8491050264011167,0.11556130263377204,0.37788685723645515,0.43230316661685597,0.6147017525230997,0.613250603347864,0.4168690964031028,2.186470922627688,1.766711968043627,1.386948597322487,1.402751123083401,1.4631924121139552,1.3924230830612638,1.2838535555653992,1.5404450409471488,1.3240520522426695,1.3339263756025748,S3
425,0.919825949367088,1.475612880830904e-17,0.04331191511765938,0.915,-0.0049731362057261475,0.2350000000000001,0.0031573738812742296,0.029147719050237244,65.0,0.20569620253164558,55.20789968652033,0.87,-0.04847942738489793,0.885,-0.033652807171664745,0.945,0.02467947130934789,0.985,0.06904894182006967,0.05999999999999994,0.2350000000000001,0.04834046614427235,0.04830292880131986,0.034625060086524564,0.034635891330203214,0.029999999999999916,0.029112526454498244,0.006475052572383448,0.046773529969558525,0.038475809809217575,0.2779358813069878,0.09995831258003948,0.7220641186930121,0.14490917496164052,0.38491856070908453,0.04571260473736541,0.2452461835754375,0.5435236403256968,0.32564133697839037,0.03662109375,0.146484375,0.20751953125,0.017907877542751627,0.17930422563093898,0.046493979255831624,0.4655251258596041,0.0533802846090442,0.534474874140396,0.11778214140762744,0.8709953421258861,0.16492462527614493,0.38221362592774305,0.4281882209718791,0.6264705577783706,0.571179303873283,0.3891674529615061,2.188677516757761,1.7379946403490996,1.6157338408909152,1.3267022639176451,1.316377417489561,1.4345883704788467,1.1428183811726054,1.252762968495368,1.0443192063014475,1.269760544863939,S3
426,0.9202689873417716,2.3890875213452737e-17,0.042547905254089156,0.915,-0.00411852470892915,0.2350000000000001,0.0031271452702012923,0.029053993990119133,67.0,0.2120253164556962,55.2315360501567,0.8705,-0.04652107166150413,0.89,-0.03329813149953503,0.945,0.02587019279220687,0.9795000000000001,0.058328771560535016,0.05499999999999994,0.2350000000000001,0.047456801285924326,0.04735852492408773,0.03394738423329587,0.03396818672004704,0.029999999999999916,0.02950967621405476,0.01141110525487159,0.08769623449128938,0.04001957185547431,0.30755704020698504,0.090101240298724,0.6924429597930151,0.1415319174090699,0.4441622748232142,0.08406191321160092,0.2681605414026926,0.5261730234892656,0.3675294128430593,0.03662109375,0.146484375,0.1953125,0.027381855830139152,0.31157337966506576,0.04285194800943265,0.4876048705155558,0.04503057860299497,0.5123951294844443,0.11526438244256676,0.9516188629782026,0.2712274697051279,0.39716735713948415,0.41369457264096293,0.6686592143044129,0.5344714352051982,0.48075677576951714,2.2094770975518085,1.7938776653176465,1.3964467325839085,1.297166581223883,1.4457496201057456,1.3537711694143304,1.191163846033355,1.1823113075447567,1.094329626876109,1.0765119416674436,S3
427,0.9216507936507933,-3.552713678800501e-16,0.04501208568427335,0.915,-0.005832159142245774,0.275,0.0032316995690736326,0.030669464185974174,72.0,0.22857142857142856,55.3210344827586,0.87,-0.050348420569012675,0.89,-0.03452876000302063,0.945,0.026924872566672586,0.99,0.06368410228452115,0.05499999999999994,0.275,0.049967849560215966,0.04993666584697901,0.03575993953136801,0.03571981567134812,0.029999999999999916,0.029949017710768855,0.006856838485882858,0.08304362679184678,0.020917260795792675,0.25333033621979506,0.06165185077576578,0.7466696637802049,0.0894259500574413,0.3392803384260261,0.07977525048714101,0.22580427741684106,0.5577109255680663,0.2921324088178714,0.03662109375,0.146484375,0.35400390625,0.0160160069961257,0.3070060007307876,0.02155298519719296,0.4131426635116178,0.030615398997258247,0.586857336488382,0.06818439119057691,0.7039916480958858,0.2677390258563253,0.3458160635821451,0.4617555424110792,0.5329735270429325,0.5860658450678253,0.4999993586897161,2.2083238381379204,1.7031677781043666,1.5954722315721286,1.2851217068025391,1.3209116018570388,1.3956841014697297,1.0644433930528598,1.1515346901224524,1.082014397259072,1.3804634408090974,S3
428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3
430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3
431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3
432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3
438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3
439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3
442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3
443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3
444,0.968983333333333,2.020605904817785e-16,0.06126358744019454,0.96,-0.00845694692903981,0.34499999999999986,0.003396789940448384,0.03518714975130096,85.0,0.2833333333333333,58.17191222570531,0.9,-0.06939071063752533,0.93,-0.0397111197531822,1.005,0.03523395296984799,1.055,0.08559098027015133,0.07499999999999984,0.34499999999999986,0.06802441471572557,0.06802927142188116,0.04796188888888884,0.047959078081114485,0.039999999999999925,0.03824690441004913,0.00885011411995159,0.05578094218826191,0.024010319483451215,0.15133344326134146,0.1346480640569748,0.8486665567386584,0.16750849766037762,0.17831908428547122,0.05428072265558641,0.14092078653524484,0.6144645990620733,0.1640889180631564,0.01220703125,0.048828125,0.390625,0.005922586352693624,0.04085399865454412,0.021480895380411848,0.14817520905720866,0.12348866813218853,0.8518247909427914,0.150892149865294,0.1739503365395245,0.04004152874442225,0.13817390738192753,0.616171526426155,0.16037441773388064,0.8259007309972046,0.3759495439895083,1.7881164779495538,2.023383843416073,1.8809053187463174,1.8852855272388784,1.9694406464655074,1.9084837435361965,1.6964492894237302,1.7533986013556089,1.6486586255873816,1.6739764335716716,S3
445,0.9694983277591965,-1.2587478439730035e-16,0.058578655582145915,0.96,-0.0080416331844404,0.34499999999999986,0.0033265935270772344,0.03467130766455235,88.0,0.29431438127090304,58.210020898641545,0.9099999999999999,-0.06173439428969056,0.93,-0.039426562815649546,1.0,0.033976464052434124,1.0430000000000001,0.07152468317209482,0.06999999999999995,0.34499999999999986,0.06459832551458443,0.06463052219475833,0.04564031722240235,0.045675461011989604,0.03500000000000003,0.03498814841417697,0.004930084276704373,0.025210110907283916,0.025198978145411208,0.12885561344210938,0.17036082303261266,0.8711443865578907,0.20048988545472823,0.1479153346223697,0.024897577834569397,0.1212043880980862,0.6265502151096781,0.1379475448487391,0.03662109375,0.146484375,0.390625,0.01272979306724243,0.09079427144943548,0.03268287457760708,0.23310809299666985,0.1075219298007376,0.76689190700333,0.15293459744558713,0.30396473201490914,0.08690612027898569,0.2095378870036756,0.5692220182934163,0.2654094171378751,0.7756466590651325,0.3915828468949226,1.7643720401843415,1.8904544629261708,1.7377417614873614,1.6172810898951262,1.9384935514002637,1.8509483406183855,1.5785303749710238,1.5175365501502787,1.3528464270523506,1.4906543764441333,S3
446,0.9668666666666669,4.400183920931037e-16,0.05643994252829767,0.96,-0.006286753556520586,0.34499999999999986,0.003250777625855225,0.03353943023696085,81.0,0.27,58.04294670846397,0.91,-0.05822434952980915,0.93,-0.038988462464397244,1.0,0.032103427445490496,1.04,0.06963249332400023,0.06999999999999995,0.34499999999999986,0.061848606466004166,0.06179767688775136,0.04354888888888891,0.043550566611233944,0.03500000000000003,0.03384402604473369,0.009583014640714803,0.03956321985083512,0.04420470778713184,0.18249795478698866,0.19801558360587315,0.8175020452130114,0.2518033060337198,0.22323852992861482,0.03880064402393883,0.1676291118154267,0.5974630557140439,0.20150187442424175,0.03662109375,0.146484375,0.390625,0.02423003688021558,0.15102453282215197,0.05399201762681334,0.33652937791741117,0.10644573660712375,0.663470622082589,0.18466779111415266,0.5072257409997574,0.1406524438672044,0.2900762375878838,0.5089061560154232,0.4102707033829211,0.7774650850805631,0.4034902967142384,1.7306839472139586,1.895832391587416,1.7210943565487415,1.5099858334624403,1.575536360758419,1.7424135951249,1.3985144724546659,1.5175365501502787,1.233953636537872,1.410199881973445,S3
447,0.9650996677740861,-2.165119320448395e-16,0.05539244864199382,0.96,-0.005484733009174958,0.34499999999999986,0.0031135902820449007,0.03242458018576286,79.0,0.26245847176079734,57.949101358411696,0.9079999999999999,-0.05868338342390724,0.925,-0.03812036038811045,0.995,0.033305752898725866,1.03,0.06607478119293292,0.06999999999999995,0.34499999999999986,0.06073599114064847,0.06072396868095836,0.0426056003796867,0.04273411078090667,0.03499999999999992,0.03442240214736758,0.008808040874483314,0.04094221356062224,0.044962797810004965,0.20899953763308218,0.17017068200152108,0.7910004623669178,0.22394152068600937,0.26422176417911436,0.04012627758353851,0.1897931891950988,0.5827743812398578,0.2344567266799917,0.03662109375,0.146484375,0.390625,0.023090579485070588,0.16176373884595632,0.054205107063587235,0.37974017883875655,0.08853751034747043,0.6202598211612436,0.16583319689612824,0.612227595409632,0.14993931490480922,0.32189520523912435,0.4825865198171113,0.47761682233769276,0.8066305604970128,0.39782197512691125,1.7272536754227183,1.7845540855067847,1.684006607931609,1.4690419663041272,1.4321038971511848,1.6241440598237957,1.733165304962002,1.4397195277934711,1.4004789961118471,1.4028236630711013,S3
448,0.9624584717607969,-1.8184051532897082e-16,0.0527187737242629,0.955,-0.004373580339266603,0.33499999999999985,0.0028728131779765203,0.029712910046162954,69.0,0.2292358803986711,57.7856426332288,0.9079999999999999,-0.05617143737211512,0.925,-0.03556358825988443,0.995,0.0308127510945852,1.03,0.06335955644540267,0.06999999999999995,0.33499999999999985,0.05781661129568707,0.05778692649509253,0.040636637564706805,0.04052703264608791,0.03499999999999992,0.03265223647444504,0.008803737108917051,0.06296642219516543,0.03747356188310324,0.26801982947652886,0.10234281646581622,0.7319801705234711,0.14862011545783652,0.3661572270255028,0.061063511085897526,0.2374564942811855,0.5492653611852534,0.31200185483656107,0.03662109375,0.146484375,0.390625,0.02237060362991613,0.21373947529129808,0.04012546342012296,0.3833779203779764,0.06453748477617076,0.6166220796220236,0.12703355182620985,0.6217388787196511,0.19370606935309206,0.32452827665360756,0.48033883628571444,0.48349895550752425,0.7744586969435584,0.3898422856608727,1.6958913013547523,1.7666130765221835,1.5078367997001798,1.5974257559860967,1.4469189829363254,1.6403283994534388,1.5061716383793888,1.4340487924157903,1.351926717615683,1.4022947024663317,S3
449,0.9661295681063116,-2.7847786830298776e-16,0.04923805935939709,0.96,-0.004659629051066316,0.2899999999999999,0.002764456948882044,0.028515383397405034,69.0,0.2292358803986711,57.978338557993695,0.9099999999999999,-0.05451470814723571,0.93,-0.03157922707971253,0.995,0.02982626014829129,1.03,0.05712335746188183,0.06499999999999995,0.2899999999999999,0.05390166112957417,0.05298704301832621,0.038311608039646276,0.03742837874909062,0.030000000000000027,0.028826991705352967,0.018434102562397088,0.16240962056912223,0.051357407532952544,0.4524731834711016,0.0621463522677266,0.5475268165288983,0.13193786236307622,0.826394561529609,0.15049510971002536,0.3732677472472344,0.436658054362753,0.6023438385295021,0.0244140625,0.048828125,0.390625,0.012289238526155034,0.1196716632017251,0.046493866203483135,0.45275370686373406,0.05619743261668634,0.5472462931362658,0.11498053734632452,0.827330787877986,0.1130354844722365,0.37346086358829383,0.43647676585890466,0.6028563162224513,0.7765079247401182,0.38520516429032703,1.6623815152644128,1.8012652442277557,1.564076645480426,1.515054455407425,1.4671216902538449,1.654820918281918,1.7147984280919268,1.5817863811035904,1.5795849492844192,1.635190408536515,S3
450,0.9618874172185431,-6.249599807492603e-17,0.041893480339644816,0.955,-0.005588314997480803,0.25,0.0027008046091905598,0.02724283765992867,69.0,0.22847682119205298,57.735496342737726,0.9135,-0.05012252276469649,0.93,-0.028432358119973022,0.99,0.0264570799888727,1.015,0.0556532968482432,0.05999999999999994,0.25,0.0466467184440439,0.04653389225861577,0.033659927196175596,0.033509262752066456,0.029999999999999916,0.02824336719056164,0.00900605675517968,0.07138635082804531,0.031028089726229835,0.24594360872163087,0.09513127618495636,0.754056391278369,0.1351654226663659,0.3261607640572836,0.06895346481669437,0.21989316149328583,0.5619310435348805,0.2822881242769175,0.03662109375,0.146484375,0.3662109375,0.02156223843016862,0.265570623412945,0.03308148010110251,0.4074469968563475,0.04811062674062728,0.5925530031436524,0.10275434527189842,0.6876127446738639,0.23552310617284625,0.3417774226717336,0.46533839088906104,0.5233149531913345,0.7467859539146124,0.5860563073193954,2.1519955119668235,2.048704916031706,1.6853696174011146,1.3938874120274878,1.3984747796767616,1.455287232606842,1.6055843431181103,1.2661500492778273,1.6677068205580763,1.5002386204691085,S3
451,0.959370860927152,-2.014576879121145e-16,0.040494471284015496,0.955,-0.004581747376295575,0.24,0.002626844142902673,0.026475724897712577,66.0,0.2185430463576159,57.58090909090909,0.9099999999999999,-0.047566610195595424,0.93,-0.029800444434666007,0.985,0.027105344216848737,1.0115,0.052679005962464845,0.05499999999999994,0.24,0.045341136608662055,0.04536470471085602,0.03291368799614049,0.0329073155123318,0.029999999999999916,0.028445688763723498,0.0026488533040357953,0.02124262645844074,0.026315293381852775,0.2110369595036744,0.09837989481523929,0.7889630404963256,0.12734404150112785,0.2674864964154899,0.021020147051876447,0.19147698392660098,0.5816361450042464,0.23703580271086017,0.03662109375,0.146484375,0.28076171875,0.008912657010475904,0.1105659380983858,0.03384132880556874,0.41981849649163605,0.04676809905045941,0.580181503508364,0.08952208486650405,0.7235985531303375,0.10486973953547153,0.35052904407149,0.4575397160793796,0.5444142873128821,0.7911220992829576,0.31556289436974927,2.1223574123795217,2.0426275685571196,1.6542713624923393,1.6512850223696007,1.6607312068216507,1.5240780634829436,1.4824782849728122,1.4082732678386658,1.1307694003026412,1.6247053845648889,S3
452,0.9581518151815183,-3.0338767801637943e-16,0.039471467459203345,0.955,-0.003710881196171467,0.24,0.002579064229417434,0.025973954693368283,66.0,0.21782178217821782,57.501724137931035,0.91,-0.04739183481784941,0.93,-0.028704329641312254,0.985,0.02661888039840901,1.01,0.05178703697312885,0.05499999999999994,0.24,0.04433851332153737,0.04435676081871851,0.03237656438911217,0.032373796735574285,0.029999999999999916,0.02827912492364615,0.0019463751274667667,0.02214907861323957,0.020031409810193045,0.2279505447634013,0.06784471187657205,0.7720494552365987,0.08982249681423186,0.2952538120677057,0.021907350628172846,0.2053465559199991,0.5721367610691654,0.2587066698218871,0.03662109375,0.146484375,0.23193359375,0.006618605601229843,0.11293832862351423,0.02589447663003949,0.44185725625256983,0.032709238175173426,0.55814274374743,0.06522232040644277,0.791656366050543,0.10700366071644846,0.3659320438468027,0.44349456311527546,0.5831405361479979,0.7886792332405641,0.23297512456175595,2.0898895257335384,1.8918429277850377,1.997081335865937,1.5540301555374554,1.6418193219371402,1.6409365794934714,1.929909807708872,1.301136552779584,1.420427367489349,1.3710268889891022,S3
453,0.9603300330033006,-2.3193768138208717e-16,0.039011672421190066,0.955,-0.00618863934145264,0.24,0.002633699566137951,0.026705025769605685,70.0,0.23102310231023102,57.60865203761757,0.915,-0.04581248799330977,0.93,-0.029261885832623236,0.985,0.025288367990249444,1.01,0.051865186292069154,0.05499999999999994,0.24,0.043672327497657384,0.04366220613707013,0.03184676883529939,0.031740745827427225,0.025000000000000022,0.026974434808416436,0.014761413931157989,0.1518768875517197,0.0430611364648856,0.4430464053936089,0.054132150605414535,0.556953594606391,0.11195470100145813,0.7954817235836634,0.1413926881181727,0.3667564382445752,0.442731088044434,0.5852733556200321,0.01220703125,0.048828125,0.15869140625,0.009845232838644562,0.10779246003006852,0.03849524732469907,0.4214727550482703,0.05283983154722065,0.5785272449517297,0.10118031171056428,0.728527063722706,0.10236926033812392,0.35169348558564895,0.4564922888933931,0.547269637603051,0.7583148986897964,0.23235574167231401,2.0740559717472435,1.8833463166484565,1.8853488484356704,1.4805152161977604,1.6274564179367785,1.5923434790748001,1.6094379124341003,1.4596256342054401,1.6153030318864985,1.4081134085145304,S3
454,0.9610761589403972,-3.639472829069222e-17,0.03960247854354482,0.955,-0.003988979754282307,0.20999999999999996,0.0026399420329153082,0.026304693061817177,76.0,0.25165562913907286,57.68751306165099,0.915,-0.048604110595873995,0.93,-0.0301030813076687,0.99,0.027302045005054953,1.0115,0.05301050560161509,0.05999999999999994,0.20999999999999996,0.044656993245480406,0.04442280306794496,0.032673128371562624,0.03250894758696821,0.029999999999999916,0.02850256483372038,0.017337914805769933,0.1851020711832743,0.047640673388211555,0.5086186785154325,0.04602610567555819,0.4913813214845674,0.11100469386953968,1.0350793900321393,0.1698289068972413,0.41119444971791896,0.39970275190038845,0.710534830434404,0.01220703125,0.048828125,0.15869140625,0.011589938920015194,0.13081790525641707,0.04289097094074952,0.4841187698748764,0.04570499684590534,0.5158812301251237,0.10018590670667005,0.9384306728071042,0.12294118086158312,0.39482117515107756,0.4159969399064679,0.6618787141708324,0.7860822551434276,0.35002303851127936,2.0963202988789678,1.9074894880411226,1.7435341172735817,1.4386946375134224,1.5553706911638245,1.4506350778853403,1.4326184327941291,1.7280436548419473,1.2527629684953678,1.6458055566049752,S3
455,0.9625165562913911,-5.4040657158906625e-17,0.040474240904627076,0.955,-0.0062617913405167425,0.21500000000000008,0.0026845107861895815,0.02712842187692954,75.0,0.24834437086092714,57.788181818181805,0.915,-0.047846464727219054,0.93,-0.02927968995443031,0.99,0.02597925935252643,1.015,0.05166571594564573,0.05999999999999994,0.21500000000000008,0.04544366460584692,0.04476817112403554,0.032998333406429575,0.03266076240734528,0.029999999999999916,0.02718518593955288,0.01758798477040812,0.16502221552859264,0.05576605651077876,0.5232343737404695,0.050813440765215157,0.4767656262595304,0.12416748204640204,1.0974666480163644,0.15274015595910606,0.4208359515942383,0.38985430866913584,0.74073025840628,0.03662109375,0.10986328125,0.15869140625,0.023377829437546235,0.21486375997680193,0.05576605651077876,0.5125413637307467,0.05303697960880817,0.4874586362692535,0.13218086555713315,1.0514561146222843,0.19463193879894616,0.41379125847006665,0.39706905050092894,0.7185498408225423,0.7470124231968889,0.5967141967363729,2.102313335747794,1.9269342475963078,1.8036643717343734,1.5739150517755875,1.7817593858934715,1.5573587633892108,1.411400282250967,1.4962952563342191,1.8434314797723759,1.6937790608678511,S3
456,0.9642691029900337,-3.872871016134267e-16,0.04003495150731032,0.955,-0.007316727904776998,0.21500000000000008,0.0027118566825454983,0.02772380803159219,80.0,0.26578073089701,57.8812852664577,0.915,-0.04886848474181018,0.935,-0.028856326043431663,0.99,0.02649590988097031,1.0170000000000001,0.0514309031704469,0.05499999999999994,0.21500000000000008,0.04507530454042899,0.04461979255593005,0.03284422909239415,0.0326427120704119,0.029999999999999916,0.027506213284636094,0.011555111537685389,0.07178470364383319,0.05996556582078924,0.37252867332705875,0.1010034282843784,0.6274713266729414,0.17252410564285303,0.5936983213278094,0.06932520632518878,0.3166547854963036,0.4870274769256901,0.46605730356533925,0.03662109375,0.146484375,0.15869140625,0.030994503416958103,0.22698683901809952,0.06767009037844925,0.49557883552569604,0.0688774889923823,0.5044211644743041,0.16754208278778965,0.9824703450779602,0.20456143952463074,0.4025133128610888,0.4084082158973669,0.6843437160684366,0.7126099670888086,0.697631342833155,2.1275463048628747,1.9544852331260827,1.7847907999119617,1.6160277221131558,1.6565054232920862,1.5254071635826083,1.9252908618525775,1.4733057381095203,1.8382794848629478,1.5178707189086098,S3
457,0.9650000000000005,-1.740947732967023e-16,0.03986017226923803,0.96,-0.007513718070009667,0.21000000000000008,0.002778138865419718,0.028484867581918306,86.0,0.2857142857142857,57.912225705329185,0.915,-0.04783330179754035,0.935,-0.029105250709555552,0.99,0.02593240302743599,1.02,0.053450785241248605,0.05499999999999994,0.21000000000000008,0.04483654485050487,0.04439309576089769,0.032591362126245894,0.03239710960312045,0.029999999999999916,0.027486471144749336,0.006984211032987853,0.030679343584139446,0.06269333602486873,0.2753912198898759,0.16495856968925932,0.7246087801101241,0.2346361167471159,0.38005504135351864,0.030218141707304018,0.24325297067420582,0.5450002306225846,0.32212338341250796,0.03662109375,0.146484375,0.1953125,0.022812413593535676,0.13899502923556303,0.07730287914869886,0.4710030310125234,0.08682107347750721,0.5289969689874766,0.18693636621974175,0.8903699994993239,0.13014632030764076,0.3859445021287502,0.42461194459537027,0.6367725768425652,0.7217607147825778,0.6313477328864688,2.07413376447259,1.894814698174195,1.8318069703573303,1.6530866771031139,1.8449635052915196,1.4790760945708568,1.460114273355158,1.7160476474923585,1.4375876555074412,1.6386370671263626,S3
